Restaurant;Type de restaurant;Catégorie du restaurant;Adresse;Code postal;Commune;Code Insee de la Commune;latitude;longitude;Conctact-téléphone-fixe;Adresse e-Mail;Url du site web;Plateforme/url.;Animal_accepté;Service(s) proposé(s) sur l'équipement;Langue(s) parlée(s) à l'accueil;Horaires d'ouvertures;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
Restaurant Les Pommes Tapées du Val de Loire;Restaurant;Général;11 rue des Ducs d'Anjou;49730;TURQUANT;49358;47.225694;0.022319;02 41 51 48 30;contact@pommes-tapees.fr;https://pommes-tapees.fr/;Facebook||https://www.facebook.com/lespommestapees/ ;oui;Service en terrasse;Anglais,Français;"10/02/2024||31/03/2024||Pour connaitre le détail, contacter l'établissement.|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/04/2024||04/11/2024||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;Cartes bancaires;47.225694, 0.022319;Maine-et-Loire
RESTAURANT LES SALONS DE LA LOUEE;Restaurant pour groupes exclusivement;Cuisine traditionnelle;93 route de la Louée;44115;HAUTE-GOULAINE;44071;47.183646;-1.4283611;02 40 54 57 09;;http://www.lessalonsdelalouee.com;;oui;;Tout;22/04/2024||31/12/2024||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||;;Tout;47.183646, -1.4283611;Loire-Atlantique
Restaurant Les Tables De La Fontaine;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;D 323 Route de la Flèche;72330;CERANS-FOULLETOURTE;72051;47.8143446;0.0700322;;odchefprive72@gmail.com;https://www.les-tables-de-la-fontaine.fr/;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g2500840-d5825706-Reviews-Les_tables_de_la_fontaine-Cerans_Foulletourte_Sarthe_Pays_de_la_Loire.html ;oui;Banquet,Plats à emporter,Séminaire,Traiteur,WiFi;Français;01/01/2024||31/12/2024||||Dimanche soir, lundi, mardi midi||||||||||||||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||||||;"Menu adulte du jour (midi en semaine)||29,00||55,00|| ; Menu adulte soir et week-end||55,00||65,00||";Cartes bancaires,Chèques bancaires et postaux,Espèces;47.8143446, 0.0700322;Sarthe
Restaurant Léon de Bruxelles;Restaurant;Cuisine du Monde;rue de Villeneuve;72650;SAINT-SATURNIN;72320;48.0504775;0.17634218;02 43 27 41 49;;https://restaurants.leon-de-bruxelles.fr/fr/s/moules-frites/leon-de-bruxelles-le-mans-saint-saturnin/42001;;oui;;Tout;;;Tout;48.0504775, 0.17634218;Sarthe
Restaurant Mac'Licorne;Restaurant;Restauration rapide;1 bis Rue Bernard Palissy;72270;MALICORNE-SUR-SARTHE;72179;47.81298;-0.08129;02 85 85 95 30;;https://maclicorne.fr/;Facebook||https://www.facebook.com/Maclicorne ;oui;Plats à emporter,Service en terrasse,WiFi;Anglais,Espagnol,Français;01/01/2023||20/12/2024||||Fermé le lundi et mardi||||||||||||||||||11:45||14:00||18:45||21:30||11:45||14:00||18:45||21:30||11:45||14:00||18:45||21:30||11:45||14:00||18:45||21:30||11:45||14:00||18:45||21:30;"Plats à la carte||6,00||8,10|| ; Menu adulte du jour (midi en semaine)||10,50||12,40|| ; Menu adulte soir et week-end||10,50||12,40||";Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.81298, -0.08129;Sarthe
RESTAURANT MC DONALD'S;Restaurant;Restauration rapide;chemin Poissonnière;49250;BEAUFORT-EN-ANJOU;49021;47.4366277;-0.2241354;02 41 57 42 33;;https://www.restaurants.mcdonalds.fr/mcdonalds-beaufort-en-vallee;;oui;Chaise haute / Réhausseur,Climatisation,Plats à emporter,Service en terrasse,Table à langer,WiFi;Tout;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;Cartes bancaires,Espèces,Tickets Restaurant;47.4366277, -0.2241354;Maine-et-Loire
RESTAURANT MEMPHIS COFFEE;Restaurant;Restauration rapide;rue Jean de Vignolles;72650;SAINT-SATURNIN;72320;48.0487337;0.1716605;02 43 52 25 48;memphiscoffeelemans@yahoo.com;https://www.memphis-restaurant.com/restaurants;;oui;;Tout;;;Tout;48.0487337, 0.1716605;Sarthe
RESTAURANT O P'TIT BONHEUR;Restaurant;Cuisine traditionnelle;15 rue d'Anjou;49220;ERDRE-EN-ANJOU;49367;47.5846429;-0.7619392;02 41 41 93 98;;;Facebook||https://www.facebook.com/restoptitbonheur/photos/?ref=page_internal ;oui;Banquet,Plats à emporter,Service en terrasse;Français;01/01/2023||31/12/2024||Ouvert tous les midis du lundi au vendredi. Sur réservation pour groupe le weekend.||Fermé pour congés du 5 au 26 août.||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||||||||||||||||;Menu adulte du jour (midi en semaine)||13,80||13,80||;Cartes bancaires,Espèces;47.5846429, -0.7619392;Maine-et-Loire
Restaurant O'Tacos;Restaurant;Général;40 place de la république;72000;LE MANS;72181;48.0046278;0.1963885;09 86 64 59 99;contact@o-tacos.fr;https://fr-fr.facebook.com/otacoslemans/;Facebook||https://www.facebook.com/otacoslemans/;oui;;Tout;;;Tout;48.0046278, 0.1963885;Sarthe
Restaurant Odorico;Restaurant;Restaurant gastronomique - cuisine raffinée;2, Place de Lorraine;49100;ANGERS;49007;47.469656;-0.548051;02 41 21 05 14;contact@restaurant-odorico.fr;https://www.odorico-restaurant-angers.com/;Facebook||https://www.facebook.com/pages/category/Restaurant/Odorico-520204388723758 ;oui;WiFi;Anglais,Français;"23/01/2023||31/12/2023||||||12:00||14:00||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||19:00||21:30|||||||||||| ; 01/01/2024||31/12/2024||||||||||||||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:30||14:00||19:30||21:30||||||||";"Menu adulte du jour (midi en semaine)||25,00|||| ; Menu adulte soir et week-end||42,00||||";Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant,Virement;47.469656, -0.548051;Maine-et-Loire
Restaurant Pizzeria À Deux pas Dupont;Restaurant;Pizzeria;12, rue des Mauges;49270;MONTREVAULT-SUR-EVRE;49218;47.2803222;-1.1150152;02 41 63 18 63;info@adeuxpasdupont.fr;http://www.adeuxpasdupont.fr;Facebook||https://www.facebook.com/ADeuxPasDupont?ref=aymt_homepage_panel ;oui;Plats à emporter,Service en terrasse,Table à langer;Anglais;01/01/2024||31/12/2024||||||||||||||12:00||14:00||||||12:00||14:00||18:30||21:00||12:00||14:00||18:30||21:00||12:00||14:00||18:30||21:00||||||18:30||21:00||12:00||14:00||18:30||21:00;Menu adulte du jour (midi en semaine)||9,50||14,00||;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.2803222, -1.1150152;Maine-et-Loire
Restaurant Rouge Bistro;Restaurant;Brasserie;2 Quai de la Loire;49350;GENNES-VAL-DE-LOIRE;49261;47.34837;-0.223878;02 41 51 28 86;rougebistro@orange.fr;;Facebook||https://fr-fr.facebook.com/pages/category/French-Restaurant/Rouge-Bistro-528778983834906/ ;oui;Chaise haute / Réhausseur,Climatisation,Plats à emporter,Service en terrasse,WiFi;Français;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;Cartes bancaires,Tickets Restaurant;47.34837, -0.223878;Maine-et-Loire
Restaurant Rouge Cerise;Général;Général;Boulevard Albert Camus;49100;ANGERS;49007;47.482909;-0.574556;02 41 42 47 74;restaurantrougecerise@gmail.com;http://rouge-cerise-restaurant.eatbu.com/;Facebook||https://www.facebook.com/pourquoipasrestaurant/ ;oui;Climatisation,Service en terrasse;Anglais,Français;"01/01/2024||31/12/2024||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:15||21:30||12:00||14:00||19:15||21:30|||||||| ; 01/01/2025||31/12/2025||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:15||21:15||12:00||14:00||19:15||21:15||||||||";;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.482909, -0.574556;Maine-et-Loire
RESTAURANT TRAITEUR LA CENTAURÉE;Restaurant;Cuisine traditionnelle;13, rue d'Andouillé;53240;SAINT-GERMAIN-LE-GUILLAUME;53225;48.2059837;-0.8244756;02 43 26 23 30;la-centauree@orange.fr;;Facebook||https://www.facebook.com/pages/La-Centaur%C3%A9e/451128718558068;oui;Plats à emporter,Traiteur,WiFi;Tout;||||Ouvert du lundi au vendredi midi. Le week end sur réservation||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;48.2059837, -0.8244756;Mayenne
RESTAURANT À MA CAMPAGNE;Restaurant;Brasserie;Route de Cherré;49330;LES HAUTS-D'ANJOU;49080;47.6831005;-0.5013871;02 41 69 92 02;;;;oui;Chaise haute / Réhausseur,Climatisation,Plats à emporter,Séminaire,Service en terrasse,WiFi;Français;01/01/2023||31/12/2024||Ouvert tous les midis du lundi au samedi.||Pas de fermeture pour congés d'été.||12:00||||||||12:00||||||||12:00||||||||12:00||||||||12:00||||||||12:00||||||||||||||;Menu adulte du jour (midi en semaine)||11,00||13,50||;Cartes bancaires,Espèces;47.6831005, -0.5013871;Maine-et-Loire
RESTAURATION GUINGUETTE AUX BABINS;Restaurant;Guinguette;49530;;OREE D'ANJOU;49069;47.3653999;-1.1086067;;contact@camping-babins.fr;https://camping-babins.fr/;;oui;Service en terrasse;Tout;"01/05/2024||30/06/2024||||||||||||||||||||||||||||||||||||||||||16:00||21:00||||||16:00||21:00||||||16:00||21:00 ; 01/07/2024||31/08/2024||||||||||16:00||21:00||||||16:00||21:00||||||16:00||21:00||||||16:00||21:00||||||16:00||21:00||||||16:00||21:00||||||16:00||21:00 ; 01/09/2024||30/09/2024||||||||||||||||||||||||||||||||||||||||||16:00||21:00||||||16:00||21:00||||||16:00||21:00";Plats à la carte||14,00||20,00||;Cartes bancaires,Chèques bancaires et postaux;47.3653999, -1.1086067;Maine-et-Loire
Rivière Traiteur;Général;Cuisine traditionnelle;120 Rue de Paris;53000;LAVAL;53130;48.07224;-0.75778;02 43 53 20 56;riviere.traiteur@orange.fr;http://www.riviere-boucher.fr/;;oui;Traiteur;Tout;;;Tout;48.07224, -0.75778;Mayenne
Royal Cholet;Restaurant;Cuisine du Monde;26 bis Avenue Edmond Michelet;49300;CHOLET;49099;47.07266;-0.8439;02 41 30 47 13;;http://www.royalcholet49.fr;Tripadvisor||;oui;;Français;;;Tout;47.07266, -0.8439;Maine-et-Loire
ROYAL PORNIC;Restaurant;Cuisine du Monde;14 rue Jean Monnet;44210;PORNIC;44131;47.12653;-2.11743;02 28 53 28 88;feixuedai1985@hotmail.com;;;non;Plats à emporter,WiFi;Tout;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.12653, -2.11743;Loire-Atlantique
RÉPUBLIQUE  CÔTÉ JARDIN »;Restaurant;Cuisine traditionnelle;7 place de la République;44200;NANTES;44109;47.2049711;-1.5547973;02 40 84 20 00;resa@restaurantrepublique.com;http://restaurantrepublique.com;;oui;Banquet,Séminaire,Service en terrasse,WiFi;Allemand,Anglais,Espagnol;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.2049711, -1.5547973;Loire-Atlantique
Salon de Patis;Restaurant;Salon de thé;6 Rue du Pâtis;53190;LANDIVY;53125;48.4787777;-1.0342385;;lepatislandivy@outlook.com;;Instagram||https://www.instagram.com/le_patis_landivy/ ;oui;Bon cadeau,Plats à emporter,WiFi;Anglais,Français;"01/01/2024||15/07/2024||||Fermé du 22 décembre au 10 janvier.||||||||||||||||||11:00||17:00||||||11:00||17:00||||||11:00||17:00|||||||||||||||||||| ; 19/09/2024||31/12/2024||||Fermé du 22 décembre au 10 janvier.||||||||||||||||||11:00||17:00||||||11:00||17:00||||||11:00||17:00||||||||||||||||||||";Plats à la carte||5,00||||;Cartes bancaires,Espèces;48.4787777, -1.0342385;Mayenne
Santosha;Restaurant;Cuisine du Monde;3 rue Saint-Laud;49100;ANGERS;49007;47.47283;-0.5519;02 41 18 15 27;;https://santosha.cool/santosha-angers/;;oui;Plats à emporter,Service en terrasse;Anglais,Espagnol,Français;"01/01/2022||31/01/2023||||||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||15:15||19:00||23:00||12:00||14:30||19:00||22:30 ; 01/02/2023||31/12/2023||||||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||15:30||19:00||23:00||12:00||14:30||19:00||22:30 ; 01/01/2024||31/12/2024||||||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:30||19:00||23:00||12:00||15:00||19:00||23:00 ; 01/01/2025||31/12/2025||||||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:30||19:00||23:30||12:00||15:00||19:00||23:00";;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.47283, -0.5519;Maine-et-Loire
SAPIO;Restaurant pour groupes exclusivement;Restaurant gastronomique - cuisine raffinée;11 rue de la Clavurerie;44000;Nantes;44109;47.215704;-1.557046;02 40 47 57 06;infonantes@sapio-arts.fr;www.sapio-arts.fr;;oui;Banquet,Climatisation,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;Anglais,Français;;"Menu adulte soir et week-end||||||Menu Mystère Escapade composé d'un amuse bouche, une entrée, un plat principal et un dessert.;Venez jouer avec nos chefs et tenter de découvrir les saveurs du moment. Un beau voyage pour les papilles ; Menu adulte soir et week-end||||||Menu Mystère Aventure composé d'un amuse bouche, une entrée froide, une entrée chaude, un plat principal, un dessert et une mignardise.;Version Dégustation de notre menu mystère, c'est l'opportunité de découvrir plus de saveurs.";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces,Virement;47.215704, -1.557046;Loire-Atlantique
Signorizza;Restaurant;Pizzeria;27 boulevard du Maréchal Foch;49100;ANGERS;49007;47.46797;-0.55063;02 41 86 39 73;;https://restaurant-pizzeria.signorizza.com/store/signorizza-angers-angers-11700;Facebook||https://www.facebook.com/signorizzaangersfoch/ ;oui;Climatisation,Plats à emporter,Service en terrasse,WiFi;Anglais,Français;01/01/2024||31/12/2024||||||11:30||14:30||18:30||21:30||11:30||14:30||18:30||21:30||11:30||14:30||18:30||21:30||11:30||14:30||18:30||21:30||11:30||14:30||18:30||22:30||11:30||14:30||18:30||22:30||11:30||14:30||18:30||21:30;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.46797, -0.55063;Maine-et-Loire
Snack Shack;Restaurant;Restauration rapide;50 Rue du Pont de Mayenne;53000;LAVAL;53130;48.0685244;-0.7677626;09 87 79 79 08;teamsnackshack@free.fr;;Facebook||https://www.facebook.com/SnackShackLaval/;oui;Plats à emporter;Anglais,Français;;;Cartes bancaires,Tickets Restaurant;48.0685244, -0.7677626;Mayenne
SO KEBAB;Restaurant;Restauration rapide;3 rue de l'Eglise;44210;PORNIC;44131;47.11566;-2.10387;02 40 64 53 71;;;;non;Plats à emporter;Tout;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.11566, -2.10387;Loire-Atlantique
Spécialités Asiatiques;Général;Cuisine du Monde;118 rue Alphonse Fouschard;44521;OUDON;44115;47.345983;-1.2873103;09 77 33 62 47;;;;oui;Plats à emporter;Tout;||||||||||||||||||||||||10:30||13:00||16:00||19:00||10:30||13:00||16:00||19:00||10:30||13:00||16:00||19:00||10:30||13:00||16:00||19:00||10:00||13:00||||;;Tout;47.345983, -1.2873103;Loire-Atlantique
SUSHI BENTO;Restaurant;Cuisine du Monde;19 Avenue Léon Blum;44600;SAINT-NAZAIRE;44184;47.2718;-2.21165;02 28 55 93 12;contact@sushi-bento.fr;http://sushi-bento.fr/index.php;;oui;Plats à emporter;Tout;01/01/2024||31/12/2024||Ouvert du mardi au dimanche, excepté le mercredi midi||Fermé le lundi et mercredi midi||||||||||12:00||14:30||18:00||21:30||||||18:00||21:30||12:00||14:30||18:00||21:30||12:00||14:30||18:00||21:30||12:00||14:30||18:00||21:30||||||18:00||21:30;"Menu adulte du jour (midi en semaine)||12,90|||| ; Menu adulte soir et week-end||18,00||33,50||";Tout;47.2718, -2.21165;Loire-Atlantique
Suzane Café;Restaurant;Brasserie;2 place de la gare;49100;ANGERS;49007;47.46558;-0.5572;02 41 88 43 58;hello@suzanehotel.com;https://www.suzanehotel.com/;Instagram||https://www.instagram.com/suzane_hotel/;oui;Climatisation,Service en terrasse;Anglais,Français;"01/01/2023||31/12/2023||||||07:00||20:30||||||07:00||20:30||||||07:00||13:00||||||07:00||22:30||||||07:00||20:30||||||07:00||20:30||||||07:00||20:30|||| ; 01/01/2024||31/12/2024||||||07:00||21:00||||||07:00||21:00||||||07:00||21:00||||||07:00||21:00||||||07:00||21:00||||||07:00||13:30||||||07:00||13:30||||";;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.46558, -0.5572;Maine-et-Loire
Tatanka;Restaurant;Restauration rapide;33 Avenue des Ibis;44500;LA BAULE-ESCOUBLAC;44055;47.28542;-2.395;02 40 60 07 42;tatankalabaule@gmail.com;https://fr-fr.facebook.com/lemarket44500/;;oui;Service en terrasse;Tout;;;Tout;47.28542, -2.395;Loire-Atlantique
TAVULEUR;Restaurant;Cuisine traditionnelle;32 rue Charles Garnier - L'Immaculée;44600;SAINT-NAZAIRE;44184;47.2812139;-2.2607919;02 51 75 10 39;restotavuleur@orange.fr;;Facebook||https://www.facebook.com/tavuleur/;oui;WiFi;Français;02/01/2024||31/12/2024||Ouvert du lundi au vendredi||Fermé le samedi et dimanche||10:00||||||16:00||10:00||||||16:00||10:00||||||16:00||10:00||||||16:00||10:00||||||16:00||||||||||||||||;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.2812139, -2.2607919;Loire-Atlantique
TERRASSE GOURMANDE ÉCLUSE LA TINDIÈRE;Restaurant;Restauration rapide;5 Sobidain;44390;NORT-SUR-ERDRE;44110;47.4196916;-1.5359111;;;;Facebook||https://www.facebook.com/EcluseTindiere ;oui;Service en terrasse,WiFi;Anglais,Espagnol,Français;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.4196916, -1.5359111;Loire-Atlantique
THE BLACK SHEEP TAVERN;Restaurant;Brasserie;11 Rue de la Paix et des Arts;44600;SAINT-NAZAIRE;44184;47.276563;-2.209904;02 28 55 03 03;contact@blacksheep-tavern.fr;https://theblacksheep.eatbu.com/?lang=fr;Facebook||https://www.facebook.com/blacksheep44600/?locale=fr_FR;oui;Service en terrasse;Anglais,Français;01/01/2024||31/12/2024||Ouvert jeudi, vendredi, samedi||Fermé le lundi, mardi, mercredi et dimanche||||||||||||||||||||||||||17:00||||||00:00||12:00||||||01:00||12:00||||||01:00||||||||;Menu adulte du jour (midi en semaine)||13,90||16,90||;Cartes bancaires,Espèces;47.276563, -2.209904;Loire-Atlantique
Ti Krampouezh;Restaurant;Crêperie;60 Place du Millénaire;44150;ANCENIS-SAINT-GEREON;44003;47.3634391;-1.1787489;02 40 09 93 39;tikrampouezh@hotmail.fr;https://www.ti-krampouezh.com/;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1051955-d8711937-Reviews-Ti_Krampouezh-Ancenis_Loire_Atlantique_Pays_de_la_Loire.html ;oui;Plats à emporter,Service en terrasse;Français;||||||||||||||||||||||||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.3634391, -1.1787489;Loire-Atlantique
TI LICHOUS;Général;Cuisine traditionnelle;12 rue Grande Biesse;44200;NANTES;44109;47.2065326;-1.549111;02 40 35 44 60;;http://www.ti-lichous.com;;oui;;Tout;;;Tout;47.2065326, -1.549111;Loire-Atlantique
Tonton Foch;Restaurant;Brasserie;4 boulevard du Maréchal Foch;49100;ANGERS;49007;47.47019;-0.54846;09 81 77 71 81;tontonfoch@gmail.com;http://www.tontonfoch.com;Facebook||https://www.facebook.com/tontonfoch ;oui;Chaise haute / Réhausseur,Plats à emporter,Service en terrasse;Français;"01/01/2023||31/12/2023||||||12:00||00:00||||||12:00||00:00||||||12:00||00:00||||||12:00||02:00||||||12:00||02:00||||||12:00||02:00||||||10:45||15:00|||| ; 01/01/2024||31/12/2024||||||12:00||00:00||||||12:00||00:00||||||12:00||00:00||||||12:00||02:00||||||12:00||02:00||||||12:00||02:00||||||10:45||15:15|||| ; 01/01/2025||31/12/2025||||||12:00||00:00||||||12:00||00:00||||||12:00||00:00||||||12:00||02:00||||||12:00||02:00||||||12:00||02:00||||||10:45||15:30||||";;Cartes bancaires,Espèces,Tickets Restaurant;47.47019, -0.54846;Maine-et-Loire
Traiteur - La Toile à Beurre;Général;Restaurant gastronomique - cuisine raffinée;82 rue St Pierre;44150;ANCENIS-SAINT-GEREON;44003;47.3664328;-1.1754659;02 40 98 89 64;latoileabeurre@wanadoo.fr;http://www.latoileabeurre.com;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1051955-d1337601-Reviews-La_Toile_a_Beurre_et_Le_Gourmet-Ancenis_Loire_Atlantique_Pays_de_la_Loire.html ;oui;Banquet,Séminaire,Traiteur;Anglais,Espagnol,Français;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.3664328, -1.1754659;Loire-Atlantique
Traiteur - Sucre Roux;Général;Général;89 Rue du Souvenir;44850;LIGNE;44082;47.41231;-1.37883;09 85 20 74 34;contact@sucreroux.com;https://sucreroux.com/;Facebook||https://www.facebook.com/sucreroux44 ;oui;Plats à emporter,Traiteur;Tout;;;Tout;47.41231, -1.37883;Loire-Atlantique
